Species,Collection_Date,Count
Elephant endotheliotropic herpesvirus 4,2005.0,19
Salmonid novirhabdovirus,2005.0,20
Equid gammaherpesvirus 2,2005.0,7
Piliocolobus badius polyomavirus 1,2005.0,2
Snake paramyxovirus,2005.0,3
Fowl aviadenovirus D,2005.0,25
Redspotted grouper nervous necrosis virus,2005.0,8
Human mastadenovirus C,2005.0,119
Turkey picornavirus,2005.0,4
Cetacean poxvirus 1,2005.0,4
Fowl aviadenovirus A,2005.0,18
Panicum streak virus,2005.0,1
Bat astrovirus Pa/Sichuan/A367/2005,2005.0,1
Human mastadenovirus F,2005.0,21
Eel River basin pequenovirus,2005.0,23
Bat astrovirus Myr/Jiangxi/A819/2005,2005.0,1
Bat astrovirus Myr/Anhui/A900/2005,2005.0,1
Cyanophage S-RIM141,2005.0,1
Cyanophage S-RIM153,2005.0,1
Alphapapillomavirus 3,2005.0,36
Ovine progressive pneumonia virus,2005.0,7
Cyanophage S-RIM154,2005.0,1
Cyanophage S-RIM156,2005.0,1
Piscine novirhabdovirus,2005.0,63
Bat astrovirus Ms/Guangxi/A629/2005,2005.0,1
Human metapneumovirus,2005.0,60
Ovine gammaherpesvirus 2,2005.0,8
Marisma mosquito virus,2005.0,1
Cellulophaga virus Cba41,2005.0,2
Alphapapillomavirus 7,2005.0,1
Cellulophaga virus Cba172,2005.0,2
Equine rhinitis A virus,2005.0,1
Alphapapillomavirus 10,2005.0,6
Bat astrovirus Rp/Jiangxi/A860/2005,2005.0,1
Lassa mammarenavirus,2005.0,31
Tomato golden vein virus,2005.0,2
Hepatitis delta virus,2005.0,4
Cetacean morbillivirus,2005.0,1
Fowl adenovirus DDO-2007,2005.0,17
Equine infectious anemia virus,2005.0,34
Cetacea gammaherpesvirus,2005.0,2
Eggplant mottled dwarf nucleorhabdovirus,2005.0,2
Cowpox virus,2005.0,12
Cervidpoxvirus mule deer/Oregon/2005,2005.0,3
Fowl aviadenovirus E,2005.0,5
Leek yellow stripe virus,2005.0,2
Eggplant mottled crinkle virus,2005.0,1
Cervid alphaherpesvirus 2,2005.0,15
Human mastadenovirus E,2005.0,7
Fort Morgan virus,2005.0,110
Lausannevirus,2005.0,2
Latino mammarenavirus,2005.0,24
Pagellus sp. betanodavirus,2005.0,2
Equine parvovirus H,2005.0,1
Foot-and-mouth disease virus,2005.0,346
Equine mastadenovirus A,2005.0,1
Salmon isavirus,2005.0,9
Lettuce necrotic yellows cytorhabdovirus,2005.0,1
Equid alphaherpesvirus 4,2005.0,1
Human gammaherpesvirus 4,2005.0,17
Rice stripe tenuivirus,2005.0,1
Sicinivirus A,2005.0,1
Tomato torrado virus,2005.0,8
uncultured T7-like podovirus,2005.0,318
Ageratum yellow vein Singapore alphasatellite,2005.0,1
Ageratum yellow vein Taiwan virus,2005.0,1
Rice black streaked dwarf virus,2005.0,1
Ageratum yellow vein betasatellite,2005.0,1
Squash vein yellowing virus,2005.0,26
Ageratum yellow vein virus,2005.0,4
Parvovirus 4-like MK-2012,2005.0,3
Bat flavivirus RC E. franqueti P 19,2005.0,1
Culex originated Tymoviridae-like virus,2005.0,3
Cherry rasp leaf virus,2005.0,1
Human gammaherpesvirus 8,2005.0,16
Tomato spotted wilt orthotospovirus,2005.0,86
uncultured N4 virus,2005.0,103
Culex pipiens associated Tunisia virus,2005.0,1
Squash leaf curl virus associated satellite DNA beta,2005.0,1
Culex pipiens-associated Tunisia virus,2005.0,2
Crimean-Congo hemorrhagic fever orthonairovirus,2005.0,35
Ageratum yellow leaf curl betasatellite,2005.0,1
Crithidia abscondita leishbunyavirus,2005.0,3
Squash leaf curl virus,2005.0,5
Macaca fascicularis lymphocryptovirus,2005.0,2
Mac Peak virus,2005.0,5
Tomato yellow fruit ring virus,2005.0,2
Human feces pecovirus,2005.0,2
Chicken astrovirus,2005.0,13
Lymphocytic choriomeningitis mammarenavirus,2005.0,14
Rice yellow mottle virus,2005.0,1
Bat mastadenovirus,2005.0,10
Passion fruit mosaic virus,2005.0,1
Solenopsis invicta virus 1,2005.0,28
Lymphocystis disease virus 1,2005.0,1
Culex flavivirus,2005.0,35
Chicken anemia virus,2005.0,3
Solea solea betanodavirus,2005.0,2
Rice tungro spherical virus,2005.0,1
Tomato vein clearing leaf deformation virus,2005.0,4
Tomato twisted leaf virus,2005.0,2
Tula orthohantavirus,2005.0,19
Bhendi yellow vein India virus,2005.0,17
uncultured Microviridae,2005.0,2
Human immunodeficiency virus,2005.0,474
Lily mottle virus,2005.0,1
Turkey parvovirus 1078,2005.0,5
Parechovirus A,2005.0,106
Rhabdovirus 0403467,2005.0,2
Akabane orthobunyavirus,2005.0,2
Liao ning virus,2005.0,60
Rhabdoviridae sp.,2005.0,2
Tomato chlorotic leaf distortion virus,2005.0,2
Staphylococcus phage phiRS7,2005.0,2
Equid alphaherpesvirus 1,2005.0,15
Staphylococcus phage phiSa2wa_st80,2005.0,1
Human immunodeficiency virus 2,2005.0,149
Fregata magnificens herpesvirus,2005.0,1
Tomato chlorotic mottle virus,2005.0,2
Freesia mosaic virus,2005.0,2
Human mammary tumor virus,2005.0,5
Tomato common mosaic virus,2005.0,19
Reticuloendotheliosis virus,2005.0,1
Human mastadenovirus A,2005.0,2
Solanum mosaic Bolivia virus,2005.0,1
Bat coronavirus HKU10,2005.0,4
Solea senegalensis betanodavirus,2005.0,2
Listeria phage 805405-1,2005.0,8
Hepatovirus A,2005.0,105
Cherry leaf roll virus,2005.0,6
Rhinovirus C,2005.0,32
Bhendi yellow vein mosaic betasatellite,2005.0,5
Aichivirus A,2005.0,24
Rhinovirus B,2005.0,2
Cherry green ring mottle virus,2005.0,1
Bhendi yellow vein mosaic virus,2005.0,25
Tomato severe rugose virus,2005.0,5
Elephantid betaherpesvirus 1,2005.0,45
Salmonella phage vB_SenS_PVP-SE2,2005.0,1
Citrus leaf blotch virus,2005.0,2
Wallerfield virus,2005.0,3
Wallal virus,2005.0,1
Parietaria mottle virus,2005.0,2
Chelonid alphaherpesvirus 5,2005.0,3
Chelidonichthys lucernus betanodavirus,2005.0,1
Fusarium graminearum chrysovirus,2005.0,5
Human immunodeficiency virus 1,2005.0,33572
Rhabdovirus R6146,2005.0,2
Rhinovirus A,2005.0,5
Chaetoceros debilis associated DNA virus,2005.0,5
Mamavirus AC-2012,2005.0,1
Camelpox virus,2005.0,1
Hanko virus,2005.0,2
Potato necrosis virus,2005.0,2
Jabora virus,2005.0,2
Human rhinovirus sp.,2005.0,192
Potato mop-top virus,2005.0,8
Silver sea bream iridovirus,2005.0,3
Escherichia virus Qbeta,2005.0,2
Sin Nombre orthohantavirus,2005.0,7
Tomato leaf curl betasatellite,2005.0,1
Pseudomonas phage phi1,2005.0,1
Wissadula golden mosaic virus,2005.0,2
Australian Anopheles totivirus,2005.0,2
Moroccan watermelon mosaic virus,2005.0,2
Avipoxvirus isolate Vienna,2005.0,1
Mycobacterium virus Pukovnik,2005.0,2
Decapod penstyldensovirus 1,2005.0,23
Mullus barbatus betanodavirus,2005.0,4
Sclerotinia sclerotiorum mitovirus 4,2005.0,1
Sindbis virus,2005.0,2
Monkeypox virus,2005.0,1
Mycobacterium virus Museum,2005.0,2
Tomato mild yellow leaf curl Aragua virus,2005.0,2
Calicivirus chicken/V0027/Bayern/2004,2005.0,1
Avian orthoavulavirus 12,2005.0,2
Xipapillomavirus 1,2005.0,11
Coronavirus RCoV/TP3_22/Ban_ind/THA/2005,2005.0,1
Calicivirus chicken/V0013/Bayern/2004,2005.0,1
European brown hare syndrome virus,2005.0,3
Primate erythroparvovirus 1,2005.0,39
Karumba virus,2005.0,1
Canid alphaherpesvirus 1,2005.0,1
Coronavirus RCoV/TP3_26/Rat_rat/THA/2005,2005.0,1
Kappapapillomavirus 2,2005.0,2
Mycobacterium virus Pg1,2005.0,3
Wood pigeon astrovirus,2005.0,1
Avian orthoavulavirus 1,2005.0,326
Bovine leukemia virus,2005.0,1
Veltheimia mosaic virus,2005.0,1
Avihepatovirus A,2005.0,15
Dipteran protoambidensovirus 1,2005.0,2
Brejeira virus,2005.0,2
Escherichia virus T4,2005.0,1
Infectious bursal disease virus,2005.0,104
Hantavirus YN05-389,2005.0,1
Verbena virus Y,2005.0,2
Hantavirus YN05-47,2005.0,1
Hantavirus YN05-484,2005.0,1
Mycobacterium virus Redrock,2005.0,2
Western equine encephalitis virus,2005.0,3
Hantavirus YN05-494,2005.0,1
Hantavirus YN05-637,2005.0,1
Hantavirus YN05-7,2005.0,1
Caprine alphaherpesvirus 1,2005.0,1
Primate bocaparvovirus 2,2005.0,6
Tomato leaf curl Sudan virus,2005.0,10
Torque teno sus virus 1a,2005.0,1
Mycobacterium virus Rosebush,2005.0,1
Iris yellow spot orthotospovirus,2005.0,1
Australian grapevine viroid,2005.0,103
Xanthomonas phage KPhi1,2005.0,2
Tomato mosaic virus,2005.0,1
Mumps orthorubulavirus,2005.0,115
Primate T-lymphotropic virus 1,2005.0,67
Ilheus virus,2005.0,1
Imjin thottimvirus,2005.0,2
Mugil cephalus betanodavirus,2005.0,2
Tomato mottle leaf curl virus,2005.0,1
Potato leafroll virus,2005.0,4
Caliciviridae bovine/DijonA058/05/FR,2005.0,1
Caliciviridae bovine/DijonA055-2/05/FR,2005.0,1
Caliciviridae bovine/DijonA051/05/FR,2005.0,1
Hantavirus YN05-295,2005.0,1
Hantavirus YN05-304,2005.0,1
Hantavirus YN05-324,2005.0,1
Caliciviridae bovine/DijonA049/05/FR,2005.0,1
Avipoxvirus isolate Texas,2005.0,4
Cosavirus D,2005.0,4
Senecavirus A,2005.0,2
Banana bunchy top virus,2005.0,3
Simian foamy virus,2005.0,29
Hantavirus YN05-83,2005.0,1
CASV-2 Hantavirus,2005.0,2
Groundnut bud necrosis orthotospovirus,2005.0,2
Hyposoter ichnovirus EGC-2015,2005.0,1
Infectious spleen and kidney necrosis virus,2005.0,10
Canine morbillivirus,2005.0,51
Tomato leaf curl Yemen betasatellite,2005.0,2
Suid alphaherpesvirus 1,2005.0,6
Tomato leaf curl New Delhi virus,2005.0,11
Astrovirus HK-2014,2005.0,1
Mycobacterium virus Hammer,2005.0,2
Synechococcus phage S-RIM2,2005.0,85
Banna virus,2005.0,3
Bustos virus,2005.0,1
Tomato leaf curl Oman virus,2005.0,2
Iberian fish nodavirus,2005.0,20
Astrovirus CDB-2012,2005.0,5
Escobaria virus,2005.0,6
Bovine torovirus,2005.0,10
Mycobacterium virus Bxz1,2005.0,1
Bovine fever ephemerovirus,2005.0,1
Mycobacterium virus Giles,2005.0,2
Mycobacterium virus Fruitloop,2005.0,2
Bovine foamy virus,2005.0,2
Astrovirus MLB1,2005.0,6
Striped jack nervous necrosis virus,2005.0,16
Astrovirus MLB2,2005.0,1
Cotton leaf curl Alabad virus,2005.0,2
Canine mastadenovirus A,2005.0,3
Prune dwarf virus,2005.0,1
Keystone orthobunyavirus,2005.0,6
Hyacinth mosaic virus,2005.0,1
Felid alphaherpesvirus 1,2005.0,11
Cotton leaf curl Bangalore betasatellite,2005.0,1
Potato virus X,2005.0,2
Vesicular stomatitis virus,2005.0,12
Hyposoter fugitivus ichnovirus,2005.0,2
Seewis orhtohantavirus,2005.0,3
White spot syndrome virus,2005.0,42
Cotton leaf curl Bangalore virus,2005.0,1
Callinectes sapidus reovirus,2005.0,1
Middle Point orbivirus,2005.0,24
Influenza C virus,2005.0,47
Primate tetraparvovirus 1,2005.0,29
Sclerotinia sclerotiorum mitovirus 2,2005.0,1
Cyprinid herpesvirus 3,2005.0,13
Escherichia virus BZ13,2005.0,4
Potato virus S,2005.0,6
Seoul orthohantavirus,2005.0,30
Common ponyfish iridovirus,2005.0,1
Hantaan orthohantavirus,2005.0,36
Simian-Human immunodeficiency virus,2005.0,80
Dairy Swamp virus,2005.0,2
Porcine bocavirus,2005.0,4
Potato virus Y,2005.0,102
Mullus sp. betanodavirus,2005.0,6
Potato virus A,2005.0,1
Canine parainfluenza virus,2005.0,1
European chub iridovirus,2005.0,1
Deltapapillomavirus 4,2005.0,3
Grey sealpox virus,2005.0,1
Mullus surmuletus betanodavirus,2005.0,2
Potato yellow mosaic virus,2005.0,15
Dobrava-Belgrade orthohantavirus,2005.0,6
Bovine gammaherpesvirus 4,2005.0,4
Pseudomonas phage PS5,2005.0,1
Etapapillomavirus 1,2005.0,1
Sclerotinia sclerotiorum mitovirus 3,2005.0,1
Siegesbeckia yellow vein virus-associated DNA beta,2005.0,1
Mycobacterium phage DD5,2005.0,2
Astrovirus VA3,2005.0,3
Tomato leaf curl Namakely virus,2005.0,1
Escherichia virus FI,2005.0,4
Hantavirus Oln8057,2005.0,1
Avian paraavulavirus 4,2005.0,2
Camel contagious ecthyma virus,2005.0,1
Synechococcus phage S-RIM8 A.HR1,2005.0,2
Synechococcus phage S-RIM8 A.HR3,2005.0,1
Synechococcus phage S-RIM8 A.HR5,2005.0,1
Hantavirus Oln8129,2005.0,1
Mycobacterium virus Baka,2005.0,2
Infectious pancreatic necrosis virus,2005.0,22
Avian orthoreovirus,2005.0,46
Hantavirus YN05-9,2005.0,1
Simian immunodeficiency virus,2005.0,121
Campoletis sonorensis ichnovirus,2005.0,5
Influenza A virus,2005.0,14048
Euphorbia yellow mosaic virus,2005.0,2
Japanese encephalitis virus,2005.0,130
Sweet potato symptomless virus 1,2005.0,1
TGP Carmovirus 3,2005.0,1
Porcine parvovirus 2,2005.0,4
Porcine circovirus 3,2005.0,1
Faba bean necrotic yellows virus,2005.0,2
Wheat dwarf virus,2005.0,2
Iragoides fasciata nucleopolyhedrovirus,2005.0,1
Iris potyvirus Sep2005/NZL,2005.0,1
Mullus barbatus barbatus betanodavirus,2005.0,4
Bald eagle hepacivirus,2005.0,1
Avipoxvirus isolate Maryland,2005.0,2
Mycobacterium virus Switzer,2005.0,2
Avian dependoparvovirus 1,2005.0,1
Sugarcane streak Reunion virus,2005.0,1
Bovine orthopneumovirus,2005.0,12
West Nile virus,2005.0,458
Jamestown Canyon orthobunyavirus,2005.0,28
Tomato mild mosaic virus,2005.0,9
Drosophila melanogaster sigmavirus,2005.0,17
Porcine circovirus 2,2005.0,114
Tomato leaf distortion virus,2005.0,3
Venezuelan equine encephalitis virus,2005.0,9
Avastrovirus 3,2005.0,1
TGP Tombusvirid 1,2005.0,1
Tacaribe mammarenavirus,2005.0,1
Sweet potato feathery mottle virus,2005.0,1
Barley stripe mosaic virus,2005.0,8
Sea trout perhabdovirus,2005.0,1
Myoviridae environmental samples,2005.0,56
Porcine epidemic diarrhea virus,2005.0,21
Influenza B virus,2005.0,2326
Dipteran brevihamaparvovirus 1,2005.0,15
Avian metaavulavirus 6,2005.0,13
White clover mosaic virus,2005.0,1
Corvus monedula polyomavirus 1,2005.0,2
Mycobacterium virus SG4,2005.0,2
Sweet potato virus C,2005.0,2
Tomato marchitez virus,2005.0,8
Bovine papillomavirus,2005.0,7
Porcine torovirus,2005.0,6
Juquitiba virus,2005.0,3
Caprine gammaherpesvirus 2,2005.0,1
Vaccinia virus,2005.0,9
Murray Valley encephalitis virus,2005.0,2
Avian coronavirus,2005.0,152
Pseudocowpox virus,2005.0,4
Cactus virus X,2005.0,1
Singapore grouper iridovirus,2005.0,2
Cache Valley orthobunyavirus,2005.0,14
Avipoxvirus isolate Hungary,2005.0,8
Cosavirus A,2005.0,13
Dengue virus,2005.0,881
Asikkala orthohantavirus,2005.0,2
Torque teno sus virus 1b,2005.0,3
Potato apical leaf curl disease-associated satellite DNA beta,2005.0,2
Kadipiro virus,2005.0,1
Guanarito mammarenavirus,2005.0,2
Calbertado virus,2005.0,5
Avian metapneumovirus,2005.0,22
Hantavirus Akm6266,2005.0,1
Artichoke latent virus,2005.0,1
Tomato leaf curl Palampur virus,2005.0,2
Avian metaavulavirus 2,2005.0,3
Avipoxvirus PTPV/NZL/2005,2005.0,1
European bat 1 lyssavirus,2005.0,10
Caprine arthritis encephalitis virus,2005.0,56
Euphorbia mosaic virus,2005.0,2
Avastrovirus 2,2005.0,9
Sea otter adenovirus 1,2005.0,1
HMO Astrovirus A,2005.0,2
Musca hytrosavirus,2005.0,5
Wheat streak mosaic virus,2005.0,9
Primate bocaparvovirus 1,2005.0,3
Porcine reproductive and respiratory syndrome virus,2005.0,1552
Cotton leaf curl Burewala virus,2005.0,1
Avipoxvirus isolate Nevada,2005.0,2
Broad bean wilt virus 1,2005.0,12
Cacao swollen shoot virus,2005.0,8
Molluscum contagiosum virus,2005.0,1
Potamipivirus A,2005.0,2
Jemez Springs virus,2005.0,13
Bovine respirovirus 3,2005.0,30
Avastrovirus 1,2005.0,5
Fowl aviadenovirus D,2006.0,56
Japanese encephalitis virus,2006.0,37
Salivirus A,2006.0,2
Otomops polyomavirus 3,2006.0,2
Human metapneumovirus,2006.0,161
Alphacoronavirus 1,2006.0,51
Chili leaf curl betasatellite,2006.0,2
Potato virus M,2006.0,1
Kenya bat coronavirus BtKY09,2006.0,1
Kenya bat coronavirus BtKY37,2006.0,1
Black queen cell virus,2006.0,4
uncultured phycodnavirus,2006.0,9
Vesicular stomatitis virus,2006.0,4
Coronavirus Hare_CoV/La06_377/Lep_gra/ESP/2006,2006.0,1
Snake paramyxovirus,2006.0,4
Equid gammaherpesvirus 2,2006.0,10
Salmonid novirhabdovirus,2006.0,22
Red squirrel rotavirus XT854/06,2006.0,1
Human mastadenovirus C,2006.0,131
Leporid alphaherpesvirus 4,2006.0,2
Suid betaherpesvirus 2,2006.0,6
Potato virus S,2006.0,7
Kenya bat coronavirus BtKY01,2006.0,1
Fowl aviadenovirus E,2006.0,54
Otomops martiensseni polyomavirus 2,2006.0,2
Alphaarterivirus equid,2006.0,93
Ovine gammaherpesvirus 2,2006.0,15
Kenya bat coronavirus BtKY36,2006.0,1
Snake atadenovirus A,2006.0,1
Redspotted grouper nervous necrosis virus,2006.0,12
Bat astrovirus Ms/Fujian/A1196/2006,2006.0,1
Cyanophage MED4-117,2006.0,2
Sedum latent virus,2006.0,2
Avian paraavulavirus 4,2006.0,6
Alphapapillomavirus 6,2006.0,3
Rotavirus B,2006.0,41
Kenya bat coronavirus BtKY10,2006.0,1
Beet soil-borne mosaic virus,2006.0,8
Eclipta yellow vein virus,2006.0,2
Paraiba polycipivirus,2006.0,1
Kenya bat coronavirus BtKY23,2006.0,1
Bovine torovirus,2006.0,2
Kenya bat coronavirus BtKY04,2006.0,1
Alphapapillomavirus 7,2006.0,7
Human mastadenovirus B,2006.0,105
Adenovirus Lopburi073/2006/THA,2006.0,1
Sweet potato leaf curl Spain virus,2006.0,1
Astrovirus CDB-2012,2006.0,2
Kenya bat coronavirus BtKY25,2006.0,1
Adenovirus Hu/RJ/2006-14/Brazil/2006,2006.0,1
Adenovirus Lopburi070/2006/THA,2006.0,1
Papaya ringspot virus,2006.0,3
Kenya bat coronavirus BtKY28,2006.0,1
Suid alphaherpesvirus 1,2006.0,4
Microvirus sp.,2006.0,62
Rotavirus D,2006.0,4
Porcine reproductive and respiratory syndrome virus,2006.0,1313
Kenya bat coronavirus BtKY30,2006.0,1
Lettuce mosaic virus,2006.0,18
Kenya bat coronavirus BtKY31,2006.0,2
Adenovirus Lopburi057/2006/THA,2006.0,1
Sweet potato leaf curl Lanzarote virus,2006.0,2
Sweet potato leaf curl South Carolina virus,2006.0,2
Kenya bat coronavirus BtKY29,2006.0,1
Respiratory syncytial virus,2006.0,106
Kenya bat coronavirus BtKY03,2006.0,1
Venezuelan equine encephalitis virus,2006.0,17
Kenya bat coronavirus BtKY35,2006.0,1
Human betaherpesvirus 5,2006.0,205
Pilchard orthomyxovirus,2006.0,8
Kenya bat coronavirus BtKY05,2006.0,1
Paralichthys olivaceus nervous necrosis virus,2006.0,1
Kenya bat coronavirus BtKY34,2006.0,1
Paramyxoviridae sp.,2006.0,3
Adenovirus Hu/RJ/2006-08/Brazil/2006,2006.0,1
Kenya bat coronavirus BtKY02,2006.0,1
Kenya bat coronavirus BtKY24,2006.0,1
Equid alphaherpesvirus 9,2006.0,10
Marisma mosquito virus,2006.0,3
Central netted dragon adenovirus 1,2006.0,1
Adenovirus Hu/RJ/2006-13/Brazil/2006,2006.0,1
Maize dwarf mosaic virus,2006.0,38
Infectious pancreatic necrosis virus,2006.0,35
Kenya bat coronavirus BtKY07,2006.0,1
Tomato leaf curl Palampur virus,2006.0,6
Blueberry scorch virus,2006.0,6
Pigeon circovirus,2006.0,5
Alfalfa mosaic virus,2006.0,53
Sweet potato feathery mottle virus,2006.0,3
Eclipta yellow vein betasatellite,2006.0,1
Kenya bat coronavirus BtKY08,2006.0,1
Sulfolobus turreted icosahedral virus 2,2006.0,2
Rotavirus C,2006.0,449
Adeno-associated virus - Po3,2006.0,1
Tomato mosaic virus,2006.0,2
Kenya bat coronavirus BtKY12,2006.0,1
Hollyhock leaf curl virus,2006.0,2
Sea turtle tornovirus 1,2006.0,4
Coroa do aviao tymovirus 2,2006.0,1
Fowl adenovirus DDO-2007,2006.0,2
Sweet potato badnavirus A,2006.0,3
Radish mosaic virus,2006.0,1
Fowl adenovirus HR1,2006.0,1
Rana catesbeiana virus 2,2006.0,1
Coronaviridae sp.,2006.0,3
Fowl adenovirus HR2,2006.0,1
Camelpox virus,2006.0,8
Elephantid betaherpesvirus 1,2006.0,19
Fowl adenovirus HR3,2006.0,1
Fowl adenovirus HR4,2006.0,1
Bat astrovirus Rf/Shandong/A977/2006,2006.0,1
Soybean blistering mosaic virus,2006.0,2
Alphapapillomavirus 10,2006.0,6
Southern tomato virus,2006.0,1
Seal anellovirus TFFN/USA/2006,2006.0,2
Potato leafroll virus,2006.0,1
Tomato leaf curl Patna virus,2006.0,1
Hepatitis delta virus,2006.0,32
Vittskovle virus,2006.0,1
Hantavirus Yuanjiang-Mf-15,2006.0,3
Eidolon bat coronavirus/Kenya/KY24/2006,2006.0,1
Equine infectious anemia virus,2006.0,587
Alphapapillomavirus 1,2006.0,2
Pan troglodytes verus polyomavirus 2b,2006.0,1
Eggplant mottled dwarf nucleorhabdovirus,2006.0,1
Bovine respirovirus 3,2006.0,29
Sunflower chlorotic mottle virus,2006.0,3
Fort Morgan virus,2006.0,174
Human mastadenovirus E,2006.0,12
Sulfolobus spindle-shaped virus 7,2006.0,2
Latino mammarenavirus,2006.0,1
Palyam virus,2006.0,4
Homalodisca vitripennis reovirus,2006.0,48
Chilli leaf curl alphasatellite,2006.0,2
Beet yellows virus,2006.0,1
Sulfolobus spindle-shaped virus 6,2006.0,2
Cervid alphaherpesvirus 2,2006.0,4
Digera arvensis yellow vein betasatellite,2006.0,4
Adeno-associated virus,2006.0,7
Ramu stunt virus,2006.0,2
Santee-Cooper ranavirus,2006.0,3
Swan circovirus,2006.0,3
Eggplant mottled crinkle virus,2006.0,1
Infectious bursal disease virus,2006.0,58
Foot-and-mouth disease virus,2006.0,342
Coroa do aviao dicistrovirus,2006.0,1
Pan troglodytes polyomavirus 3,2006.0,2
Coroa do aviao tymovirus,2006.0,1
Cowpox virus,2006.0,2
Senecavirus A,2006.0,2
Hollyhock yellow vein virus associated symptomless alphasatellite,2006.0,2
Lassa mammarenavirus,2006.0,10
Hollyhock yellow vein mosaic virus,2006.0,2
West Nile virus,2006.0,282
Campoletis sonorensis ichnovirus,2006.0,16
Fowl aviadenovirus A,2006.0,8
Sindbis virus,2006.0,3
Papaya leaf curl China virus,2006.0,2
Kenya bat coronavirus BtKY19,2006.0,1
Eidolon polyomavirus 2,2006.0,1
Cyanophage S-RIM155,2006.0,1
Kenya bat coronavirus BtKY20,2006.0,1
Cucumber mosaic virus satellite RNA,2006.0,5
Kenya bat coronavirus BtKY21,2006.0,1
Papaya leaf curl Guandong virus,2006.0,1
Escherichia virus 191,2006.0,1
Piscine novirhabdovirus,2006.0,64
Moroccan pepper virus,2006.0,1
Ashitaba mosaic virus,2006.0,4
Aspergillus ochraceous virus,2006.0,6
Chilli leaf curl virus,2006.0,1
Pinniped erythroparvovirus 1,2006.0,2
Citrus leprosis virus C,2006.0,5
Equine rotavirus,2006.0,19
Pepper mild mottle virus,2006.0,9
Potato virus A,2006.0,1
Ecuadorian rocoto virus,2006.0,1
Pingu picornavirus,2006.0,1
El Moro Canyon orthohantavirus,2006.0,8
Turnip curly top virus,2006.0,2
Equid gammaherpesvirus 5,2006.0,4
Lambdapapillomavirus 3,2006.0,3
Adeno-associated virus - Po1,2006.0,1
Adeno-associated virus - Po2,2006.0,1
Wuhan Mosquito Virus 6,2006.0,1
Vesicular exanthema of swine virus,2006.0,1
Small ruminant morbillivirus,2006.0,23
Ovine progressive pneumonia virus,2006.0,32
Chaerephon polyomavirus 1,2006.0,8
Cetacean poxvirus 1,2006.0,4
Eidolon dupraenum simplexvirus 1,2006.0,9
Eidolon helvum adenovirus,2006.0,1
Human mastadenovirus D,2006.0,32
Potato mop-top virus,2006.0,13
Hokkaido virus,2006.0,3
Human mastadenovirus F,2006.0,39
Rasbo virus,2006.0,1
Alphapapillomavirus 13,2006.0,1
Bald eagle hepacivirus,2006.0,1
Kenya bat coronavirus BtKY13,2006.0,1
Kenya bat coronavirus BtKY14,2006.0,1
Coronavirus Rabbit_CoV/La06_256/Ory_cun/ESP/2006,2006.0,1
Chaerephon polyomavirus 2,2006.0,1
Kenya bat coronavirus BtKY11,2006.0,1
Kenya bat coronavirus BtKY15,2006.0,1
Cyanophage S-RIM151,2006.0,1
Potato spindle tuber viroid,2006.0,5
Chaerephon bat coronavirus/Kenya/KY22/2006,2006.0,2
Aspergillus fumigatus chrysovirus,2006.0,8
Tobacco leaf curl virus,2006.0,6
Pepper mottle virus,2006.0,1
Kenya bat coronavirus BtKY17,2006.0,1
Eidolon helvum polyomavirus 1,2006.0,2
Kenya bat coronavirus BtKY18,2006.0,1
Alphapapillomavirus 3,2006.0,1
Chaerephon bat coronavirus/Kenya/KY41/2006,2006.0,2
Edwardsiella phage eiDWF,2006.0,52
Chilli leaf curl India alphasatellite,2006.0,2
Human rhinovirus hRVLz122,2006.0,1
Limestone Canyon virus,2006.0,7
Leucas zeylanica yellow vein virus satellite DNA beta,2006.0,2
Agamid adenovirus 1,2006.0,31
Bean yellow mosaic Mexico virus,2006.0,2
Calbertado virus,2006.0,2
Rift Valley fever phlebovirus,2006.0,27
Human bocavirus,2006.0,38
Salmon isavirus,2006.0,5
Salmon pancreas disease virus,2006.0,8
Croton yellow vein virus,2006.0,2
Wheat streak mosaic virus,2006.0,6
Avian metapneumovirus,2006.0,10
Squash leaf curl virus,2006.0,3
Tomato yellow fruit ring virus,2006.0,2
Avastrovirus 1,2006.0,1
Pelargonium leaf curl virus,2006.0,2
Human feces pecovirus,2006.0,1
Seewis orhtohantavirus,2006.0,1
Picobirnavirus horse/BRA-01/2006,2006.0,6
Chickpea chlorotic dwarf virus,2006.0,3
Salivirus TN-5D,2006.0,1
Betacoronavirus 1,2006.0,52
Sorex araneus hantavirus,2006.0,2
Escherichia virus TL2011,2006.0,2
Pegivirus sp.,2006.0,3
Triticum mosaic virus,2006.0,8
Murray Valley encephalitis virus,2006.0,21
African swine fever virus,2006.0,74
Watermelon chlorotic stunt virus,2006.0,4
Gallid alphaherpesvirus 1,2006.0,4
Tobacco mosaic virus,2006.0,5
Sugarcane streak Reunion virus,2006.0,1
Watermelon mosaic virus,2006.0,17
Sugarcane streak mosaic virus,2006.0,3
Croton yellow vein mosaic virus,2006.0,1
Avastrovirus 3,2006.0,1
European bat 2 lyssavirus,2006.0,6
Tomato leaf curl Sulawesi virus,2006.0,7
Breves iflavirus,2006.0,1
Tobacco rattle virus,2006.0,3
Primate T-lymphotropic virus 3,2006.0,2
Kalanchoe latent virus,2006.0,3
Primate T-lymphotropic virus 1,2006.0,83
Caliciviridae bovine/DijonA038/06/FR,2006.0,1
Caliciviridae bovine/DijonA042/06/FR,2006.0,1
