Species,Collection_Date,Count
Nora virus,2007.0,11
Hantavirus NB8,2007.0,1
Helicoverpa armigera nucleopolyhedrovirus,2007.0,2
Alphapapillomavirus 14,2007.0,4
Bat astrovirus Ha/Guangxi/L13/2007,2007.0,1
Human rhinovirus hRVLz331,2007.0,1
Human polyomavirus 1,2007.0,100
Ungulate copiparvovirus 2,2007.0,23
Bat astrovirus Tm/Guangxi/LD154/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD157/2007,2007.0,1
Densovirus SC1065,2007.0,1
Densovirus SC1118,2007.0,1
Densovirus SC116,2007.0,2
Densovirus SC2121,2007.0,1
Densovirus SC2209,2007.0,1
Densovirus SC2228,2007.0,1
Cotton leaf curl Multan virus,2007.0,8
Carnivore protoparvovirus 1,2007.0,138
Densovirus SC2886,2007.0,1
Mink calicivirus,2007.0,6
Densovirus SC3749,2007.0,1
Densovirus SC3908,2007.0,1
Densovirus SC4092,2007.0,1
Densovirus SC444,2007.0,1
Densovirus SC525,2007.0,1
Rodent hepacivirus,2007.0,9
Bat astrovirus Tm/Guangxi/LD16/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD27/2007,2007.0,2
Bat astrovirus Tm/Guangxi/LD153/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD39/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD145/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD113/2007,2007.0,1
Mesoplodon bidens alphaherpesvirus,2007.0,1
Human rhinovirus hRVLz317,2007.0,1
Human polyomavirus 2,2007.0,4
Bat astrovirus Tm/Guangxi/DX02/2007,2007.0,1
Bat astrovirus Tm/Guangxi/DX04/2007,2007.0,1
Bat astrovirus Tm/Guangxi/DX09/2007,2007.0,1
Mesocricetus auratus polyomavirus 1,2007.0,11
Bat astrovirus Tm/Guangxi/DX14/2007,2007.0,1
Bat astrovirus Tm/Guangxi/DX17/2007,2007.0,1
Human polyomavirus 12,2007.0,10
Bat astrovirus Tm/Guangxi/DX19/2007,2007.0,2
Cotton leaf curl Shahdadpur virus,2007.0,5
Bat astrovirus Tm/Guangxi/LD04/2007,2007.0,2
Bat astrovirus Tm/Guangxi/LD06/2007,2007.0,1
Dengue virus,2007.0,1531
Rodent protoparvovirus 1,2007.0,6
Mertensia leaf curl virus,2007.0,16
Bat astrovirus Tm/Guangxi/LD103/2007,2007.0,1
Human rhinovirus hRVLz330,2007.0,1
Human polyomavirus 10,2007.0,10
Bat astrovirus Tm/Guangxi/LD110/2007,2007.0,1
Cotton leaf curl Rajasthan virus,2007.0,8
Bat astrovirus Tm/Guangxi/LD111/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD116/2007,2007.0,1
Mesta yellow vein mosaic virus,2007.0,31
Cotton leaf curl Multan betasatellite,2007.0,2
Human picobirnavirus,2007.0,47
Merida merhavirus,2007.0,10
Human papillomavirus,2007.0,71
Morogoro mammarenavirus,2007.0,6
Bat astrovirus Tm/Guangxi/LD90/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD98/2007,2007.0,1
Human rhinovirus hRVLz335,2007.0,1
Human orthorubulavirus 4,2007.0,6
Cotton leaf curl Gezira virus,2007.0,40
Sheeppox virus,2007.0,17
Cardiovirus D,2007.0,6
Saint Louis encephalitis virus,2007.0,1
Human orthorubulavirus 2,2007.0,11
Astroviridae sp.,2007.0,2
Human orthopneumovirus,2007.0,1494
Canine morbillivirus,2007.0,131
Cotton leaf curl Gezira betasatellite,2007.0,5
Mouse mammary tumor virus,2007.0,1
Mouse parvovirus 7,2007.0,1
Human rhinovirus hRVLz337,2007.0,1
Human metapneumovirus,2007.0,179
Human rhinovirus hRVLz343,2007.0,1
Melon severe mosaic tospovirus,2007.0,12
Cotton leaf curl Gezira alphasatellite,2007.0,1
Moroccan pepper virus,2007.0,2
Human rhinovirus hRVLz332,2007.0,1
Morganella phage Mecenats66,2007.0,123
Bat astrovirus Tm/Guangxi/LD67/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD43/2007,2007.0,1
Bat astrovirus Tm/Guangxi/LD45/2007,2007.0,2
Bat astrovirus Tm/Guangxi/LD46/2007,2007.0,1
Merremia mosaic virus,2007.0,2
Human papillomavirus type 222,2007.0,9
Human papillomavirus type 221,2007.0,9
Human papillomavirus type 220,2007.0,9
Human papillomavirus type 219,2007.0,9
Human rhinovirus hRVLz333,2007.0,1
Human papillomavirus type 216,2007.0,9
Tomato mosaic virus,2007.0,10
Human papillomavirus type 215,2007.0,9
Human papillomavirus type 214,2007.0,9
Torque teno sus virus 1b,2007.0,4
Human papillomavirus type 213,2007.0,9
Human papillomavirus type 212,2007.0,9
Human papillomavirus type 211,2007.0,9
Rodent Paramyxovirus Rat_rat/TP180/THA/2007,2007.0,1
Monkeypox virus,2007.0,2483
Human papillomavirus MM8,2007.0,1
Bat astrovirus Tm/Guangxi/LD54/2007,2007.0,2
Bat astrovirus Tm/Guangxi/LD61/2007,2007.0,1
Montano orthohantavirus,2007.0,25
Bat astrovirus Tm/Guangxi/LD89/2007,2007.0,1
Canid alphaherpesvirus 1,2007.0,76
Human rhinovirus hRVLz315,2007.0,1
Rose cryptic virus 1,2007.0,5
Rotavirus turkey/MN/D-007553/2007,2007.0,1
Delphinid herpesvirus 9,2007.0,1
Rotavirus turkey/MN/D-059191/2007,2007.0,1
Rotavirus turkey/MN/D-22852/2007,2007.0,1
Rough green snake reovirus,2007.0,1
Human rhinovirus hRVLz127,2007.0,1
Rousettus bat coronavirus HKU9,2007.0,8
Human rhinovirus hRVLz13,2007.0,1
Artogeia rapae granulovirus,2007.0,240
Carnation mottle virus,2007.0,1
Artybash virus,2007.0,24
Rubivirus rubellae,2007.0,114
Human rhinovirus hRVLz135,2007.0,1
Tomato necrotic ringspot virus,2007.0,3
Human rhinovirus hRVLz144,2007.0,1
Human rhinovirus hRVLz148,2007.0,1
Human rhinovirus hRVLz163,2007.0,1
Bat astrovirus My/Guangxi/JY01/2007,2007.0,1
Bat astrovirus My/Guangxi/JY06/2007,2007.0,1
Bat astrovirus My/Guangxi/JY07/2007,2007.0,1
Human rhinovirus hRVLz167,2007.0,1
Human rhinovirus hRVLz171,2007.0,1
Human rhinovirus hRVLz178,2007.0,1
Rotavirus turkey/MN/D-007554/2007,2007.0,1
Rotavirus H,2007.0,15
Rotavirus turkey/MN/D-007555/2007,2007.0,1
Rotavirus turkey/MN/D-007862/2007,2007.0,1
Rotavirus turkey/MN/D-055423/2007,2007.0,1
Rotavirus turkey/MN/D-054413/2007,2007.0,1
Rotavirus turkey/MN/D-053853/2007,2007.0,1
Rotavirus turkey/MN/D-053706/2007,2007.0,1
Rotavirus turkey/MN/D-053578/2007,2007.0,1
Rotavirus turkey/MN/D-053540/2007,2007.0,1
Rotavirus turkey/MN/D-056058/2007,2007.0,1
Cowpox virus,2007.0,2211
Rotavirus turkey/MN/D-052725/2007,2007.0,1
Rotavirus turkey/MN/D-049317/2007,2007.0,1
Rotavirus turkey/MN/D-049007/2007,2007.0,1
Carnivore amdoparvovirus 1,2007.0,82
Rotavirus turkey/MN/D-056826/2007,2007.0,1
Human rhinovirus SO5986,2007.0,1
Rotavirus turkey/MN/D-046159/2007,2007.0,1
Rotavirus turkey/MN/D-035365/2007,2007.0,1
Bat astrovirus Ms/HK61/CHN/2007,2007.0,1
Rotavirus turkey/MN/D-058211/2007,2007.0,1
Rotavirus turkey/MN/D-058212/2007,2007.0,1
Rotavirus turkey/MN/D-058648/2007,2007.0,1
Delphinid herpesvirus 8,2007.0,1
Ungulate protoparvovirus 1,2007.0,10
Rotavirus turkey/MN/D-007863/2007,2007.0,1
Rotavirus turkey/MN/D-007861/2007,2007.0,1
Cowpea mild mottle virus,2007.0,7
Deltapapillomavirus 4,2007.0,23
Human rhinovirus hRVLz184,2007.0,1
Bat astrovirus Sk/HK14/CHN/2007,2007.0,1
Human rhinovirus hRVLz269,2007.0,1
Human rhinovirus hRVLz281,2007.0,1
Human polyomavirus 5,2007.0,4
Bat astrovirus Sk/HK15/CHN/2007,2007.0,1
Bat astrovirus Sk/HK63/CHN/2007,2007.0,1
Bat astrovirus Sk/HK68/CHN/2007,2007.0,1
Human rhinovirus hRVLz287,2007.0,1
Bat astrovirus Sk/HK71/CHN/2007,2007.0,1
Human rhinovirus hRVLz293,2007.0,1
Human polyomavirus 4,2007.0,61
Human rhinovirus hRVLz294,2007.0,1
Human rhinovirus hRVLz298,2007.0,1
Cotton leafroll dwarf virus,2007.0,41
Ross River virus,2007.0,3
Roseobacter virus RDJL1,2007.0,174
Asinine herpesvirus 5,2007.0,1
Human rhinovirus hRVLz299,2007.0,1
Human rhinovirus hRVLz309,2007.0,1
Asparagus virus 1,2007.0,10
Carnation latent virus,2007.0,1
Methylophilales phage HIM624-A,2007.0,35
Human polyomavirus 3,2007.0,5
Human rhinovirus hRVLz267,2007.0,1
Asian seabass Nervous Necrosis Virus,2007.0,11
Human rhinovirus hRVLz265,2007.0,1
Human rhinovirus hRVLz239,2007.0,1
Shamonda orthobunyavirus,2007.0,4
Human rhinovirus hRVLz185,2007.0,1
Rotavirus F,2007.0,2
Human rhinovirus hRVLz187,2007.0,1
Human respirovirus 3,2007.0,275
Rotavirus D,2007.0,10
Human rhinovirus hRVLz214,2007.0,1
Torque teno sus virus 1a,2007.0,8
Deformed wing virus,2007.0,160
Rotavirus C,2007.0,84
SEN virus,2007.0,1
Cotton leaf curl Cameroon alphasatellite,2007.0,1
Human rhinovirus hRVLz218,2007.0,1
Human rhinovirus hRVLz220,2007.0,1
Asclepias asymptomatic virus,2007.0,6
Sacbrood virus,2007.0,1
Cowpea aphid-borne mosaic virus,2007.0,4
Rotavirus A,2007.0,3426
Human respirovirus 1,2007.0,90
Micromonas sp. RCC1109 virus MpV1,2007.0,488
Human rhinovirus hRVLz238,2007.0,1
Canine mastadenovirus A,2007.0,3
Shanghai totivirus,2007.0,4
Ashivirus S45C4,2007.0,106
Rotavirus B,2007.0,80
Human adenovirus sp.,2007.0,43
Human rhinovirus hRVLz344,2007.0,1
Muleshoe hantavirus,2007.0,1
Croton yellow vein mosaic virus,2007.0,66
Human enterovirus LZ532,2007.0,1
Shallot latent virus,2007.0,28
Tomato leaf curl virus,2007.0,8
Human cosavirus E/D,2007.0,2
Dobrava-Belgrade orthohantavirus,2007.0,41
Rhizoctonia solani orthocurvulavirus 1,2007.0,2
Hydrangea chlorotic mottle virus,2007.0,12
Human coronavirus NL63,2007.0,74
Bat parvovirus SC630,2007.0,1
Human coronavirus HKU1,2007.0,44
Hypsugo savii rhabdovirus 1,2007.0,1
Rhizoctonia solani endornavirus 1,2007.0,4
Rhizoctonia solani dsRNA virus 4,2007.0,4
Bat astrovirus Ha/Guangxi/WW06/2007,2007.0,1
Bat astrovirus Ha/Guangxi/TD03/2007,2007.0,1
Human coronavirus 229E,2007.0,14
Bat astrovirus Ha/Guangxi/PD03/2007,2007.0,1
Bat astrovirus Ha/Guangxi/LY07/2007,2007.0,1
Bat astrovirus Ha/Guangxi/LY03/2007,2007.0,1
Human bocavirus,2007.0,109
Human betaherpesvirus 6B,2007.0,43
Mycobacterium phage Pinto,2007.0,174
Salivirus NG-7B,2007.0,1
Bat astrovirus Ha/Guangxi/LS11/2007,2007.0,2
Bat paramyxovirus,2007.0,7
Rhopalosiphum padi virus,2007.0,2
Cardiovirus A,2007.0,1
Rice ragged stunt virus,2007.0,20
Yellow-bellied slider adenovirus,2007.0,3
Human immunodeficiency virus,2007.0,945
Croton yellow vein mosaic betasatellite,2007.0,3
Astrovirus rat/RS126/HKG/2007,2007.0,3
Rice grassy stunt tenuivirus,2007.0,56
Rice gall dwarf virus,2007.0,7
Tortoise Herpesvirus 4,2007.0,1
Human gammaherpesvirus 8,2007.0,32
Rice black streaked dwarf virus,2007.0,5
Riboviria sp.,2007.0,5
Vibrio cholerae,2007.0,3
Ribes virus F,2007.0,1
Rhynchosia yellow mosaic virus,2007.0,18
Bat mastadenovirus,2007.0,48
Mayapan virus,2007.0,3
Dipteran protoambidensovirus 1,2007.0,3
Salivirus NG-11E,2007.0,1
Rhynchosia golden mosaic Havana virus,2007.0,14
Salivirus NG-1F,2007.0,1
Human gammaherpesvirus 4,2007.0,166
Bat mastadenovirus A,2007.0,60
Bat mastadenovirus B,2007.0,60
Bat feces associated picorna-like virus SC3066,2007.0,1
Bathycoccus sp. RCC1105 virus BpV,2007.0,406
Bat astrovirus Ha/Guangxi/LS10/2007,2007.0,1
Coronavirus N.noc/VM176/2007/NLD,2007.0,1
Dragonfly associated cyclovirus 4,2007.0,2
Human alphaherpesvirus 3,2007.0,712
Bean common mosaic virus,2007.0,1
Mycobacterium phage xkcd,2007.0,149
Salivirus TN-11C,2007.0,1
Human alphaherpesvirus 2,2007.0,509
Bean leafroll virus,2007.0,1
Bat astrovirus Ha/Guangxi/LG02/2007,2007.0,1
Human alphaherpesvirus 1,2007.0,407
Coronavirus M.dau/VM222/2007/NLD,2007.0,1
Coronavirus M.das/VM84/2007/NLD,2007.0,1
Coronavirus M.das/VM73/2007/NLD,2007.0,1
Coronavirus M.das/VM7/2007/NLD,2007.0,1
Coronavirus M.das/VM62/2007/NLD,2007.0,1
Coronavirus M.das/VM3/2007/NLD,2007.0,1
Coronavirus M.das/VM2/2007/NLD,2007.0,1
Ungulate bocaparvovirus 5,2007.0,20
Mycobacterium virus Ardmore,2007.0,174
Marseillevirus marseillevirus,2007.0,856
Bean rugose mosaic virus,2007.0,1
Bean white chlorosis mosaic virus,2007.0,10
Bean yellow mosaic virus,2007.0,3
Coronavirus N.noc/VM182/2007/NLD,2007.0,1
Rhinovirus C,2007.0,390
Coronavirus N.noc/VM199/2007/NLD,2007.0,1
Human associated cyclovirus 1,2007.0,4
Bat astrovirus Ha/Guangxi/LH10/2007,2007.0,1
Human betaherpesvirus 5,2007.0,4556
Apium virus Y,2007.0,13
Beak and feather disease virus,2007.0,74
Massilia phlebovirus,2007.0,2
Tomato leaf curl betasatellite,2007.0,1
Rhinovirus B,2007.0,38
Yinshui bat virus,2007.0,5
Bat astrovirus Ha/Guangxi/LG03/2007,2007.0,1
Human astrovirus MLB2,2007.0,4
Rhinovirus A,2007.0,159
Youcai mosaic virus,2007.0,3
Human astrovirus,2007.0,45
Solenopsis invicta virus 3,2007.0,4
Bean chlorotic mosaic virus,2007.0,4
Zaire ebolavirus,2007.0,72
Tomato leaf curl Vietnam virus,2007.0,18
Human associated cyclovirus 7,2007.0,4
Human associated cyclovirus 6,2007.0,4
Human associated cyclovirus 5,2007.0,4
Human associated cyclovirus 4,2007.0,4
Human associated cyclovirus 2,2007.0,4
Human associated cyclovirus 12,2007.0,4
Human associated circovirus 1,2007.0,4
Rice stripe tenuivirus,2007.0,129
Bat feces associated picorna-like virus SC2797,2007.0,1
Bat coronavirus Trinidad/1CO7BA/2007,2007.0,1
Megalocytivirus Sabah/RAA/2012,2007.0,2
Bat astrovirus Hp/Guangxi/LC08/2007,2007.0,1
Cardiovirus B,2007.0,48
Cotton bunchy top virus,2007.0,4
Bat astrovirus Hp/Guangxi/LC01/2007,2007.0,1
Bat astrovirus Hp/Guangxi/HY11/2007,2007.0,1
Murine rotavirus,2007.0,11
Cotesia vestalis bracovirus,2007.0,3
Bat astrovirus Hp/Guangxi/CJ04/2007,2007.0,1
Bat astrovirus Hp/Guangxi/BZ9/2007,2007.0,1
Dicistroviridae SC2638,2007.0,1
Dicistroviridae SC2803,2007.0,1
Murray Valley encephalitis virus,2007.0,2
Cosavirus F,2007.0,2
Dicistroviridae SC3842,2007.0,1
Dicistroviridae SC3921,2007.0,1
Dicistroviridae SC4317,2007.0,1
Cosavirus D,2007.0,4
Carp sprivivirus,2007.0,8
Torque teno sus virus k2b,2007.0,16
Astrovirus HK-2014,2007.0,1
Musca hytrosavirus,2007.0,10
Torque teno midi virus,2007.0,11
Bat astrovirus Hp/Guangxi/WW08/2007,2007.0,1
Human mastadenovirus D,2007.0,52
Bat astrovirus Ii/Guangxi/JY10/2007,2007.0,1
Murid betaherpesvirus 1,2007.0,3
Mullus barbatus barbatus betanodavirus,2007.0,6
Mullus barbatus betanodavirus,2007.0,4
Human mastadenovirus F,2007.0,59
Melon necrotic spot virus,2007.0,5
Cotton leaf curl Burewala virus,2007.0,20
Human rhinovirus hRVLz355,2007.0,1
Human rhinovirus hRVLz357,2007.0,1
Yakeshi orthohantavirus,2007.0,2
Human rhinovirus hRVLz378,2007.0,1
Crimean-Congo hemorrhagic fever orthonairovirus,2007.0,174
Yam mild mosaic virus,2007.0,1
Cotton leaf curl Burewala betasatellite,2007.0,2
Human rhinovirus hRVLz383,2007.0,1
Tomato rugose mosaic virus,2007.0,7
Human rhinovirus hRVLz390,2007.0,1
Human rhinovirus hRVLz392,2007.0,1
Mumps orthorubulavirus,2007.0,485
Human mastadenovirus E,2007.0,21
Human rhinovirus hRVLz406,2007.0,1
Cotton leaf curl Burewala alphasatellite,2007.0,5
Bat astrovirus Ii/Guangxi/JY14/2007,2007.0,1
Munia coronavirus HKU13,2007.0,18
Bat astrovirus Ii/Guangxi/JY11/2007,2007.0,1
Decapod penstyldensovirus 1,2007.0,12
Cosavirus A,2007.0,19
Bat coronavirus DR/2007,2007.0,1
Mustelid gammaherpesvirus 1,2007.0,1
Bat coronavirus M.sch/Australia/CoV146/2007,2007.0,1
Human mastadenovirus A,2007.0,2
Mayaro virus,2007.0,1
Tomato severe rugose virus,2007.0,14
Apple stem grooving virus,2007.0,2
Human mammary tumor virus,2007.0,1
Shallot virus X,2007.0,2
Coronavirus RCoV/NL_69/Mic_arv/NED/2007,2007.0,1
Coronavirus RCoV/LEO/Rat_sik/CHN/2007,2007.0,1
Yellow head virus,2007.0,8
Yellow pepper mild mottle virus,2007.0,1
Human immunodeficiency virus 2,2007.0,463
Croton yellow vein mosaic alphasatellite,2007.0,4
Rice yellow mottle virus,2007.0,16
Bat coronavirus R.meg/Australia/CoV100/2007,2007.0,1
Rice tungro spherical virus,2007.0,1
Human immunodeficiency virus 1,2007.0,87976
Astrovirus rat/RS116/HKG/2007,2007.0,1
Astrovirus rat/RS118/HKG/2007,2007.0,3
Dipteran brevihamaparvovirus 1,2007.0,6
Astrovirus rat/RS122/HKG/2007,2007.0,1
Rice tungro bacilliform virus,2007.0,5
Apple mosaic virus,2007.0,1
Yellow fever virus,2007.0,5
Apple stem pitting virus,2007.0,4
Camelpox virus,2007.0,4
Rift Valley fever phlebovirus,2007.0,198
Astrovirus MLB1,2007.0,6
Rocky Mountain bat coronavirus 61/2007/EF,2007.0,2
Yaounde-like virus Ave-Ghana/2007,2007.0,1
Rock hyrax herpesvirus HDZ 2007,2007.0,1
Bat astrovirus Hl/Guangxi/WT03/2007,2007.0,1
Rm-Bat-CoV 453/2007/EF,2007.0,2
Rm-Bat-CoV 429/2007/MV,2007.0,1
Human rhinovirus sp.,2007.0,220
Salivirus A,2007.0,31
Tomato severe leaf curl Kalakada virus,2007.0,12
Rinkaby virus,2007.0,3
Human rhinovirus hRVLz349,2007.0,1
Bat astrovirus Hl/Guangxi/PX05/2007,2007.0,1
Measles morbillivirus,2007.0,293
Arabis mosaic virus,2007.0,4
Aquareovirus E,2007.0,24
Datura leaf distortion virus,2007.0,14
Bat astrovirus Hl/Guangxi/LD117/2007,2007.0,1
Aquareovirus C,2007.0,11
Human mastadenovirus C,2007.0,190
Bat coronavirus M.aus/Australia/CoV088/2007,2007.0,1
Bat coronavirus M.aus/Australia/CoV132/2007,2007.0,1
Human mastadenovirus B,2007.0,608
Venezuelan equine encephalitis virus,2007.0,15
Tomato severe leaf curl virus,2007.0,5
Tomato leaf curl Joydebpur virus-India,2007.0,30
Human rhinovirus hRVLz123,2007.0,1
Solenopsis invicta virus SINV-SC8863,2007.0,1
Kenya bat coronavirus BtKY85,2007.0,1
Escherichia virus FI,2007.0,8
Botryosphaeria dothidea chrysovirus,2007.0,8
Lepidopteran protoambidensovirus 1,2007.0,2
Enterovirus D,2007.0,34
Lepidopteran iteradensovirus 2,2007.0,1
Escherichia virus Av05,2007.0,418
Cetacea gammaherpesvirus,2007.0,1
Kenya bat coronavirus BtKY86,2007.0,1
Lepidopteran iteradensovirus 1,2007.0,1
Tula orthohantavirus,2007.0,15
Kenya bat coronavirus BtKY84,2007.0,1
Escherichia virus AKS96,2007.0,148
Escherichia virus AHP42,2007.0,152
Tomato yellow leaf curl Thailand virus,2007.0,170
Tomato chino La Paz virus,2007.0,5
Lepidopteran ambidensovirus 1,2007.0,2
Uxmal virus,2007.0,4
uncultured phage MedDCM-OCT-S08-C1441,2007.0,26
Pieris rapae granulovirus,2007.0,119
uncultured phage MedDCM-OCT-S08-C151,2007.0,15
Kenya bat coronavirus BtKY87,2007.0,1
Cetacean morbillivirus,2007.0,27
Leonurus mosaic virus,2007.0,2
Escherichia virus AHS24,2007.0,240
Sweet potato chlorotic fleck virus,2007.0,14
Kenya bat coronavirus BtKY83,2007.0,1
uncultured phage MedDCM-OCT-S08-C1281,2007.0,16
Chickpea chlorosis Australia virus,2007.0,4
uncultured phage MedDCM-OCT-S04-C348,2007.0,61
uncultured phage MedDCM-OCT-S04-C491,2007.0,36
uncultured phage MedDCM-OCT-S04-C507,2007.0,37
uncultured phage MedDCM-OCT-S04-C64,2007.0,17
uncultured phage MedDCM-OCT-S04-C650,2007.0,9
uncultured phage MedDCM-OCT-S04-C695,2007.0,21
Vigna yellow mosaic virus,2007.0,12
uncultured phage MedDCM-OCT-S04-C714,2007.0,34
uncultured phage MedDCM-OCT-S04-C846,2007.0,30
uncultured phage MedDCM-OCT-S04-C890,2007.0,53
Leporid alphaherpesvirus 4,2007.0,2
uncultured phage MedDCM-OCT-S04-C93,2007.0,13
uncultured phage MedDCM-OCT-S05-C139,2007.0,24
uncultured phage MedDCM-OCT-S05-C22,2007.0,30
uncultured phage MedDCM-OCT-S05-C353,2007.0,18
uncultured phage MedDCM-OCT-S05-C36,2007.0,11
uncultured phage MedDCM-OCT-S05-C429,2007.0,13
uncultured phage MedDCM-OCT-S05-C532,2007.0,16
uncultured phage MedDCM-OCT-S05-C64,2007.0,19
uncultured phage MedDCM-OCT-S05-C767,2007.0,20
uncultured phage MedDCM-OCT-S06-C1041,2007.0,20
uncultured phage MedDCM-OCT-S08-C1115,2007.0,9
Bos taurus polyomavirus 1,2007.0,4
uncultured phage MedDCM-OCT-S05-C113,2007.0,32
uncultured phage MedDCM-OCT-S08-C1615,2007.0,19
uncultured phage MedDCM-OCT-S08-C1731,2007.0,17
uncultured phage MedDCM-OCT-S08-C232,2007.0,18
Sapovirus Hu/Pune/NIV074151/2007/India,2007.0,1
Chicken parvovirus Ch1514/2007/HUN,2007.0,1
Enterovirus F,2007.0,2
Pineapple mealybug wilt-associated virus 2,2007.0,2
Sapovirus Hu/Pune/NIV075904/2007/India,2007.0,1
Vibrio virus MAR,2007.0,124
Botryosphaeria dothidea virus 1,2007.0,5
Pineapple mealybug wilt-associated virus 3,2007.0,2
Sapovirus Hu/Pune/NIV076106/2007/India,2007.0,1
Sapovirus Hu/Pune/NIV076111/2007/India,2007.0,1
Kenya bat coronavirus BtKY89,2007.0,1
Sweet potato golden vein associated virus,2007.0,12
Enterovirus G,2007.0,29
Cyanophage S-RIM161,2007.0,1
Sweet potato leaf curl virus,2007.0,42
Cyanophage S-RIM160,2007.0,1
Sweet potato mild mottle virus,2007.0,16
Pipapillomavirus 2,2007.0,14
Sweet potato symptomless virus 1,2007.0,5
Cyanophage S-RIM159,2007.0,1
Cyanophage S-RIM158,2007.0,1
Vibrio virus CTXphi,2007.0,8
Prochlorococcus T7-like virus P-TIP2,2007.0,2
Prochlorococcus T7-like virus P-TIP1,2007.0,2
Sapovirus Hu/Pune/NIV077926/2007/India,2007.0,1
Pineapple mealybug wilt-associated virus 1,2007.0,2
Pineapple bacilliform CO virus,2007.0,3
Sapovirus Hu/Pune/NIV071595/2007/India,2007.0,1
Sweet potato chlorotic stunt virus,2007.0,252
uncultured phage MedDCM-OCT-S08-C233,2007.0,13
Kenya bat coronavirus BtKY88,2007.0,1
uncultured phage MedDCM-OCT-S08-C239,2007.0,13
uncultured phage MedDCM-OCT-S08-C304,2007.0,20
uncultured phage MedDCM-OCT-S08-C495,2007.0,22
uncultured phage MedDCM-OCT-S08-C582,2007.0,39
Chicken picornavirus HK-2014,2007.0,1
Vibrio virus VBP47,2007.0,230
Vibrio virus MAR10,2007.0,214
Tomato yellow leaf curl Thailand betasatellite,2007.0,1
uncultured phage MedDCM-OCT-S08-C620,2007.0,32
Chicken picornavirus,2007.0,1
uncultured phage MedDCM-OCT-S08-C964,2007.0,10
uncultured phage MedDCM-OCT-S09-C14,2007.0,25
uncultured phage MedDCM-OCT-S09-C23,2007.0,10
uncultured phage MedDCM-OCT-S09-C28,2007.0,23
uncultured phage MedDCM-OCT-S09-C299,2007.0,21
uncultured phage MedDCM-OCT-S09-C37,2007.0,31
uncultured phage MedDCM-OCT-S09-C399,2007.0,21
Pilchard orthomyxovirus,2007.0,13
Adenovirus squirrel/GBR/SG-2012,2007.0,1
uncultured phage MedDCM-OCT-S09-C5,2007.0,13
uncultured phage MedDCM-OCT-S09-C7,2007.0,18
uncultured phage MedDCM-OCT-S11-C149,2007.0,21
Kenya bat coronavirus BtKY82,2007.0,1
Pipistrellus bat coronavirus HKU5,2007.0,18
uncultured phage MedDCM-OCT-S04-C26,2007.0,59
uncultured phage MedDCM-OCT-S04-C148,2007.0,23
European mountain ash ringspot-associated virus,2007.0,17
Trillium crinkled leaf virus,2007.0,1
Kenya bat coronavirus BtKY74,2007.0,1
Pseudocowpox virus,2007.0,8
Cyclovirus PK2096,2007.0,1
European bat 2 lyssavirus,2007.0,12
African swine fever virus,2007.0,337
Avipoxvirus isolate Hungary,2007.0,4
Kenya bat coronavirus BtKY75,2007.0,1
Phasi Charoen virus 1,2007.0,1
European bat 1 lyssavirus,2007.0,39
Boe paramyxovirus,2007.0,7
Phenuiviridae sp.,2007.0,2
Chili leaf curl Jaunpur betasatellite,2007.0,2
Avipoxvirus isolate PM33/2007,2007.0,1
Avipoxvirus isolate PM34/2007,2007.0,1
Enterovirus B,2007.0,642
African horse sickness virus,2007.0,20
Avipoxvirus isolate PM9/2007,2007.0,1
Kenya bat coronavirus BtKY76,2007.0,1
Lettuce mosaic virus,2007.0,63
Phocid gammaherpesvirus 2,2007.0,2
Phocid herpesvirus 5,2007.0,1
Euphorbia yellow mosaic virus,2007.0,26
Bundibugyo ebolavirus,2007.0,81
Virus PK2247,2007.0,1
Kenya bat coronavirus BtKY73,2007.0,1
Faba bean necrotic yellows virus,2007.0,9
Pseudomonas phage NOI,2007.0,49
Usutu virus,2007.0,1
Pestivirus D,2007.0,2
Kenya bat coronavirus BtKY70,2007.0,1
Feline foamy virus,2007.0,7
Sugarcane mosaic virus,2007.0,20
Kenya bat coronavirus BtKY71,2007.0,1
Avipoxvirus isolate Cca/07,2007.0,1
Feline calicivirus,2007.0,51
Pseudomonas phage FRS,2007.0,48
Bluetongue virus,2007.0,571
Chili pepper mild mottle virus,2007.0,1
Pestivirus H,2007.0,6
Sugarcane streak Reunion virus,2007.0,3
Sugarcane streak mosaic virus,2007.0,4
Chilli leaf curl India virus,2007.0,12
Burkholderia virus Bcepmigl,2007.0,150
Pseudomonas phage FMS,2007.0,50
Kenya bat coronavirus BtKY72,2007.0,1
uncultured T7-like podovirus,2007.0,91
Avipoxvirus isolate Cch/07,2007.0,1
Pestivirus K,2007.0,1
Sugarcane yellow leaf virus,2007.0,29
Pestivirus sp.,2007.0,1
Culex flavivirus,2007.0,34
Avipoxvirus isolate Pat/07,2007.0,1
Chikungunya virus,2007.0,150
Tomato chlorosis virus,2007.0,12
Virus Chimp162,2007.0,1
